GEO_ID,NAME,S1902_C01_001E,S1902_C01_001M,S1902_C02_001E,S1902_C02_001M,S1902_C01_002E,S1902_C01_002M,S1902_C02_002E,S1902_C02_002M,S1902_C01_003E,S1902_C01_003M,S1902_C02_003E,S1902_C02_003M,S1902_C01_004E,S1902_C01_004M,S1902_C02_004E,S1902_C02_004M,S1902_C01_005E,S1902_C01_005M,S1902_C02_005E,S1902_C02_005M,S1902_C01_006E,S1902_C01_006M,S1902_C02_006E,S1902_C02_006M,S1902_C01_007E,S1902_C01_007M,S1902_C02_007E,S1902_C02_007M,S1902_C01_008E,S1902_C01_008M,S1902_C02_008E,S1902_C02_008M,S1902_C01_009E,S1902_C01_009M,S1902_C02_009E,S1902_C02_009M,S1902_C01_010E,S1902_C01_010M,S1902_C02_010E,S1902_C02_010M,S1902_C01_011E,S1902_C01_011M,S1902_C02_011E,S1902_C02_011M,S1902_C01_012E,S1902_C01_012M,S1902_C02_012E,S1902_C02_012M,S1902_C01_013E,S1902_C01_013M,S1902_C02_013E,S1902_C02_013M,S1902_C01_014E,S1902_C01_014M,S1902_C02_014E,S1902_C02_014M,S1902_C01_015E,S1902_C01_015M,S1902_C02_015E,S1902_C02_015M,S1902_C01_016E,S1902_C01_016M,S1902_C02_016E,S1902_C02_016M,S1902_C01_017E,S1902_C01_017M,S1902_C02_017E,S1902_C02_017M,S1902_C01_018E,S1902_C01_018M,S1902_C02_018E,S1902_C02_018M,S1902_C01_019E,S1902_C01_019M,S1902_C02_019E,S1902_C02_019M,S1902_C01_020E,S1902_C01_020M,S1902_C02_020E,S1902_C02_020M,S1902_C01_021E,S1902_C01_021M,S1902_C02_021E,S1902_C02_021M,S1902_C01_022E,S1902_C01_022M,S1902_C02_022E,S1902_C02_022M,S1902_C01_023E,S1902_C01_023M,S1902_C02_023E,S1902_C02_023M,S1902_C01_024E,S1902_C01_024M,S1902_C02_024E,S1902_C02_024M,S1902_C01_025E,S1902_C01_025M,S1902_C02_025E,S1902_C02_025M,S1902_C01_026E,S1902_C01_026M,S1902_C02_026E,S1902_C02_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_027E,S1902_C02_027M
1400000US17031804701,"Census Tract 8047.01, Cook County, Illinois",2534,166,72688,11557,84.1,4.8,79033,13151,15.1,4.6,986,388,22.3,6.4,13802,3020,0.4,0.6,1860,18,2.2,2.5,4536,2450,8.4,2.7,18999,10337,1579,201,81164,14667,6.1,3.1,N,N,38.3,10.1,N,N,36.8,10.5,N,N,3,2.8,N,N,13.4,6.3,N,N,2.3,3.6,N,N,6803,599,28299,4814,37.2,9.1,32875,6775,12.1,6.1,17199,7965,0,0.4,-,**,25.9,6.6,34747,15430,0,0.4,-,**,22.5,9.2,19133,3095,2.3,1.5,29652,10167,29,9.2,22650,9344,30.7,7.6,32480,3697,38.8,(X),(X),(X),40.7,(X),(X),(X),30.1,(X),(X),(X)
1400000US17031804705,"Census Tract 8047.05, Cook County, Illinois",1469,103,85612,14619,89,4.2,86697,16093,18.5,4.9,10944,6407,21.2,5,17988,2885,5.4,4,7968,4084,3.7,3.2,1676,1958,6.5,2.7,23738,11393,1015,90,98716,21003,9,5.3,34740,16659,28.7,7.5,101667,58492,39,8.8,106930,20841,13.9,6.5,73673,34749,9.5,3.9,153317,34316,0,2.9,-,**,3958,337,32293,6019,57.7,7.5,37760,8189,6.5,4.5,13715,7553,0.5,0.9,N,N,25.8,6.2,32416,10135,0,0.8,-,**,5.5,3,17209,8810,3.9,3.4,7056,3577,14.9,4.5,30873,30786,51,6.6,35271,4621,32.1,(X),(X),(X),36.3,(X),(X),(X),22.2,(X),(X),(X)
1400000US17031804706,"Census Tract 8047.06, Cook County, Illinois",757,43,102142,9083,85.9,5.6,99456,8535,34.9,6.7,11412,5401,25.6,6.1,19940,3220,5.9,2.9,15678,5923,0.8,1.2,1267,33,15.3,5.3,31957,14087,649,68,108233,9616,9.9,5,N,N,33.6,9,N,N,27.6,7.3,N,N,13.6,6.9,N,N,12.9,5,N,N,2.5,3,N,N,2441,245,32750,3876,84.8,4.7,34359,4541,0,1.2,-,**,0.5,0.8,N,N,12,4.9,26212,14564,0,1.2,-,**,0.2,0.4,N,N,2.4,2.3,18698,14382,5.2,3.9,24828,13550,80.5,5.7,34848,4490,28.5,(X),(X),(X),27.1,(X),(X),(X),19,(X),(X),(X)
1400000US17031804709,"Census Tract 8047.09, Cook County, Illinois",2535,182,66558,5273,76.2,4.3,72421,7135,26.7,4.9,11853,4027,29.9,3.9,17671,1763,1.1,1.3,6546,3550,2,1.8,4686,2849,14.5,4,17308,5214,1520,180,80432,8630,11.3,4.7,N,N,31.6,12.3,N,N,38.8,10.4,N,N,7,5.1,N,N,9.8,5.2,N,N,1.6,1.8,N,N,6272,563,27977,2000,61.4,9.2,30326,3259,9,4.9,20676,6717,0.4,0.5,N,N,17.9,4.8,28627,6664,0,0.5,-,**,9.9,7.1,21139,8454,1.3,1.3,N,N,11.9,7.2,21275,6999,59.5,9.2,30601,3378,32,(X),(X),(X),40.8,(X),(X),(X),25.8,(X),(X),(X)
1400000US17031804710,"Census Tract 8047.10, Cook County, Illinois",1532,70,90456,7421,83.5,4.2,89481,8800,28.2,6.1,2888,1064,32.9,5.7,17853,2761,3.5,3,13565,2603,1.2,1.4,11679,10701,20.6,4.9,32073,8946,1137,96,99444,9070,10,4.6,53024,15872,24.2,6.5,89392,17924,30.1,6.9,113446,9546,16.3,5.6,84842,12022,15,5.2,130281,34426,4.5,3.2,113694,47946,4347,337,33016,2989,84.6,5.9,34790,3055,0,0.7,-,**,0,0.7,-,**,10,2.8,27946,9021,0,0.7,-,**,4.4,5.3,15781,8981,0.9,0.9,8902,17537,11.8,5.5,20503,6607,77.2,5.7,35876,3087,24.4,(X),(X),(X),22.3,(X),(X),(X),16,(X),(X),(X)
1400000US17031804711,"Census Tract 8047.11, Cook County, Illinois",2964,188,71199,5635,91.8,3.8,72127,5529,14.5,4.2,5650,4476,11.7,3.5,13955,3894,3,2.1,9023,3593,1.3,1.6,1959,542,6.1,2.8,13890,7309,2024,195,76708,8679,9.8,5.3,4047,3941,31.1,8.2,67637,11015,41.3,9,92256,10255,7.7,5.1,51176,9231,7,4.7,160117,28816,3.2,3.2,66451,2139,7839,602,27462,2420,49.7,7,31769,3632,8.3,3.7,19258,5672,0,0.4,-,**,32,4.7,28147,4253,0,0.4,-,**,8.6,6.1,11080,4534,1.5,1.4,8681,5065,15.7,5.8,15047,5417,42.9,5.4,33502,4310,25.7,(X),(X),(X),24.6,(X),(X),(X),19.4,(X),(X),(X)
1400000US17031804712,"Census Tract 8047.12, Cook County, Illinois",1769,90,113370,9616,89.1,3.7,110832,9772,34.6,5.9,12510,7200,16.2,3.5,19645,3328,3.9,3.1,9891,4117,3.4,2.2,4382,1987,16.7,4.8,34615,9985,1473,103,121737,11600,6.5,2.6,71391,19618,24.2,5.9,78926,15595,35.7,6.3,124693,13801,6,3.5,101676,21534,24,5.2,184058,32251,3.6,3.7,88208,23545,5758,477,35732,3576,67.5,6.4,40782,4655,2.6,1.7,27796,13827,0.1,0.2,N,N,18.5,4,30502,6125,0,0.5,-,**,9.4,6.9,15827,12493,1.8,1.1,14102,17214,12.2,6.3,16550,9535,64.8,5.9,41702,4983,26.4,(X),(X),(X),27.1,(X),(X),(X),23.4,(X),(X),(X)
1400000US17031804713,"Census Tract 8047.13, Cook County, Illinois",2042,134,78291,8758,88.8,5.6,80925,9132,14.6,5.9,5282,5264,11.7,2.6,19902,4916,0.9,1.3,3416,7,1.9,1.9,3959,5081,10,4,14045,5749,795,153,102270,14015,8.4,5.7,N,N,41.5,12.1,N,N,28.1,12.6,N,N,11.7,9,N,N,7.5,6.7,N,N,2.8,4,N,N,4141,400,39748,3517,64.7,6.7,36741,4461,5,3.4,39400,21734,0,0.7,-,**,28.2,7.5,45709,8119,0,0.7,-,**,1.4,2.3,N,N,0.7,0.9,N,N,2.4,2.8,38750,54952,62.3,6.8,36664,4278,19.4,(X),(X),(X),23.9,(X),(X),(X),16.6,(X),(X),(X)
1400000US17031804714,"Census Tract 8047.14, Cook County, Illinois",1217,102,100649,10223,95.2,3.5,96663,11141,26,7.4,5494,2683,14.5,5.3,17005,2775,3.6,2.6,6268,3213,1.7,2.1,3695,7,14.9,5.6,23983,9872,951,90,107714,12617,4.7,4,N,N,20.2,10.2,N,N,40.2,9.9,N,N,7.4,4.8,N,N,22.9,7.7,N,N,4.6,4.8,N,N,3414,220,36980,3422,82.2,6.4,39175,4214,3.2,3.4,25368,5037,0,0.9,-,**,7.6,3.8,32652,12984,0,0.9,-,**,3.6,4.2,27419,4564,3.4,2.1,14566,13666,12.9,3.7,21295,9539,74.3,4.8,41007,4720,24.7,(X),(X),(X),25.6,(X),(X),(X),20.4,(X),(X),(X)
1400000US17031804715,"Census Tract 8047.15, Cook County, Illinois",1040,94,57404,7139,88.5,4.8,59105,7312,11.2,6.2,5177,3287,15.3,4.9,15075,4486,3.5,3.3,10542,3952,2.1,2.3,3105,3372,7.8,4.3,7616,4015,701,100,56316,7547,2.4,2.9,N,N,24.7,11.2,N,N,26.4,11.3,N,N,22.4,10.8,N,N,17.5,10.7,N,N,6.6,8.4,N,N,3478,431,18410,2284,33.5,9.8,25896,4900,3.5,2.9,20359,14555,0.5,0.9,-,**,29.4,12,10546,3374,0,0.9,-,**,30.1,11.8,18261,5127,3,2.7,14419,9187,44.7,10.7,18382,3253,21.1,7.5,31100,8013,43.3,(X),(X),(X),48.2,(X),(X),(X),40,(X),(X),(X)
1400000US17031804716,"Census Tract 8047.16, Cook County, Illinois",1784,60,98047,8004,88.9,4.2,97586,7959,20.5,5.5,9969,4488,20.7,4.5,18920,2681,1.2,1.5,3959,2271,1.8,2.2,13109,7694,10.1,3.8,38386,14344,1479,113,105976,9739,6.3,3.7,46646,15344,26.1,7.2,69911,17891,40.1,7.5,119989,14371,3.6,3,126543,26000,15.9,5.5,154549,22123,8,5.7,94418,36271,5684,479,31935,3207,55.3,6.8,39211,4543,2.1,1.8,30760,8046,0,0.5,-,**,29.1,5,28913,5992,0,0.5,-,**,13.1,7.9,9032,3483,0.4,0.4,-,**,23.2,6.5,14342,5023,45,5.2,43165,3919,24.3,(X),(X),(X),23.9,(X),(X),(X),17.4,(X),(X),(X)
1400000US17031804803,"Census Tract 8048.03, Cook County, Illinois",2157,97,91372,7470,91,3.9,90096,8651,22.8,7,4226,3355,22.1,5.9,18300,2474,5,2.4,7593,1409,4.4,3.4,2474,1697,12.4,4.4,21736,8314,1624,156,102987,10488,5.5,4.1,44269,26331,38.7,9.4,82271,17243,32.9,9.3,118331,12441,7.6,4.4,98544,24299,9.2,5.7,163054,59948,6.1,4.9,119788,34451,5968,472,33902,3212,79.1,6.7,35777,4033,1.9,2.2,25069,26686,0,0.5,-,**,16.6,7.5,28066,5998,0,0.5,-,**,0,0.5,-,**,2.4,3.2,19257,1307,6.7,4.5,33997,22299,72.4,7.8,35942,3992,41.2,(X),(X),(X),44.2,(X),(X),(X),34.8,(X),(X),(X)
1400000US17031804804,"Census Tract 8048.04, Cook County, Illinois",2555,141,73165,5361,86.7,4.1,76114,5971,14.2,4.7,3517,2053,20.2,3.3,16614,2256,1.4,1.7,12231,2039,0.3,0.5,4829,24,10.1,4.6,21236,10357,1762,227,81881,7198,7.3,3.3,27864,15340,35.6,9.8,74219,15296,39.7,9.2,97389,8410,6.9,4.3,65349,16373,4.7,3.2,94077,29185,5.7,5.4,101101,25488,6401,518,29749,2900,57.9,10.1,34015,3592,3.9,2.8,27445,17302,0,0.5,-,**,25,7.8,29688,6453,0,0.5,-,**,5.4,4.4,17016,7754,7.8,5.5,8104,3619,15.6,7.8,17000,2711,53,9.2,34843,3914,27.9,(X),(X),(X),30,(X),(X),(X),18.9,(X),(X),(X)
1400000US17031804805,"Census Tract 8048.05, Cook County, Illinois",2453,75,89187,8838,85,4.4,90486,8934,24.1,5.7,4678,3780,22.3,4.2,20017,2576,7.9,3.8,12163,3272,3.9,3.5,6116,6198,15.7,4.6,23178,5376,1921,147,98923,9630,8.7,3.6,49954,11450,22.5,7.4,87540,24039,32,9.1,118783,14036,11.2,5.6,62280,18051,20.8,8.6,121380,18850,4.8,2.8,97125,27218,7414,508,30255,2755,67.9,9,34007,3385,7,5.7,17103,12220,0,0.4,-,**,13,3.4,32410,10140,0,0.4,-,**,10.9,8.6,15084,5051,1.2,1.1,9537,10372,17.3,6.7,17389,5280,61.4,6.1,35334,3388,37.4,(X),(X),(X),33.8,(X),(X),(X),29.8,(X),(X),(X)
1400000US17031804806,"Census Tract 8048.06, Cook County, Illinois",1056,125,71908,7881,85.4,5.6,74940,7792,9.9,4.9,1986,1177,17.1,3.6,23557,4266,2.5,2.5,11008,5742,0,2.8,-,**,13.3,5.4,17678,5386,852,103,77313,7729,9.2,4.5,37479,12941,25.4,10.2,50031,14173,33.8,10.4,82588,9123,6.9,4.3,68998,21693,15.4,8.9,112332,20467,9.4,6,119611,9727,3571,393,21983,2360,57.1,6.5,26464,3951,13,4.3,12369,9600,0,0.8,-,**,8.9,4.6,21992,6540,0,0.8,-,**,20.6,6.1,15676,4371,0.4,1,N,N,29.2,5.5,15794,3379,48.9,5.5,28227,4381,25.1,(X),(X),(X),25.4,(X),(X),(X),19.4,(X),(X),(X)
1400000US17031804807,"Census Tract 8048.07, Cook County, Illinois",1754,74,76579,7846,82.7,4.6,79202,8582,24.9,5,3696,1448,25.7,3.7,21362,2780,6.6,3.7,7661,1377,3.9,2.9,4783,5162,17.6,4.5,16649,4835,1394,96,82539,7303,9.9,3.3,37000,10343,31.6,8.2,77907,15719,31.6,7.2,97871,12536,11.8,6.5,71543,10582,10,4.2,104696,20730,5,2.8,86353,17993,5180,308,26788,2582,76.1,7.3,27545,2656,7.4,5.5,33603,18733,0,0.6,-,**,10.4,5.9,18625,5403,0,0.6,-,**,4.5,3.4,22949,12446,1.5,1.4,22971,9938,9.9,5.2,23522,7262,70.7,6.9,27816,2796,27,(X),(X),(X),26.5,(X),(X),(X),18.9,(X),(X),(X)
1400000US17031804808,"Census Tract 8048.08, Cook County, Illinois",893,31,86019,7668,78.1,4.8,90203,9588,35.2,6.7,4471,2174,32.4,5.7,18538,2950,4,2.6,6142,890,1.1,1.8,4330,15,19.7,5.2,25875,7901,706,39,96490,8526,13.2,4.9,56362,12745,21.5,6.2,70564,15028,40.2,8,113854,15631,8.6,5,76530,12875,13.7,5.2,127756,26143,2.7,2.3,145242,27612,2453,122,31701,3148,95.1,3.6,32229,3398,0.4,0.6,N,N,0,1.2,-,**,4.5,3.6,18967,6856,0,1.2,-,**,0,1.2,-,**,0,1.2,-,**,13.9,9.4,19221,6424,81.2,9.4,34455,3779,26,(X),(X),(X),26.8,(X),(X),(X),17.4,(X),(X),(X)
1400000US17031804809,"Census Tract 8048.09, Cook County, Illinois",1437,82,107121,10487,79.7,5.3,108205,12709,40.6,6.1,10998,4147,31.2,4.8,18977,2173,3,2.4,9488,5166,1.3,1.4,1389,1232,21,6,38292,10870,1160,73,118137,13009,14.5,5.3,73501,15890,21.3,6.5,125950,51159,36.2,6.3,115701,9612,6.4,3.7,91754,20513,16.6,4.6,158884,24110,5,2.5,129860,27202,4085,198,38771,3678,86.6,2.9,39113,4213,0.9,1.1,76549,15811,0,0.7,-,**,8.6,3.2,35168,7258,0,0.7,-,**,0,0.7,-,**,3.8,2.7,30248,22942,4.2,3.1,19485,13810,82.4,4.2,40110,4246,22.1,(X),(X),(X),23.2,(X),(X),(X),18.4,(X),(X),(X)
1400000US17031804810,"Census Tract 8048.10, Cook County, Illinois",2681,77,79172,8260,76.9,5.1,81833,9754,26.7,5.6,9870,6040,33.3,4.7,17795,1976,5.9,2.8,11007,4001,1.5,1.8,393,217,15.6,4.6,28309,8883,1917,161,91302,10794,11.4,3.8,57120,11769,33.8,9.4,66668,12216,36.6,8.7,112318,21181,7.5,4,92154,26619,5.6,2.7,181066,26273,5.2,3,80739,12302,7132,436,30649,3292,69.9,5.2,35595,4532,4.5,2.9,22001,4736,0.4,0.6,N,N,13.8,3.8,22696,4807,0,0.4,-,**,7.6,3.7,18837,3117,3.8,2.3,4838,4661,13.9,4.2,16888,4296,64.7,4.6,37160,4689,31.3,(X),(X),(X),32.6,(X),(X),(X),25.3,(X),(X),(X)
1400000US17031804901,"Census Tract 8049.01, Cook County, Illinois",2533,119,110685,21162,78.4,3.5,116455,25897,44.9,7,10457,3641,32.3,3.3,18158,2308,1.6,1.4,6505,3884,2.4,2,6071,4828,19.1,4.8,38026,12375,1730,142,132480,30836,11.1,4,N,N,26.7,7.7,N,N,40.8,7.9,N,N,6.4,4,N,N,13.8,6.5,N,N,1.2,1.4,N,N,6741,395,42506,7708,91.6,3.3,44010,8248,0.9,0.8,12884,15444,0,0.4,-,**,5.3,2.6,30262,6667,0,0.4,-,**,0.9,1,43706,41242,1.2,1.6,3960,1995,5.6,3.5,26335,9257,87,4.8,45141,8614,19.1,(X),(X),(X),23.1,(X),(X),(X),15.5,(X),(X),(X)
1400000US17031804902,"Census Tract 8049.02, Cook County, Illinois",1911,118,107094,13643,80.1,4.7,107118,15276,30.9,7.6,10890,3619,32.1,5.1,23347,6360,2.7,2.2,10673,8040,1.8,2.1,2718,2594,19.9,6.1,43466,15419,1473,125,121115,19013,15,4.5,N,N,24,9.1,N,N,26.4,7.5,N,N,14.7,8.9,N,N,18.9,6.8,N,N,0.9,1.5,N,N,5722,492,36787,5973,71.3,8.7,43789,6910,0,0.5,-,**,0.1,0.2,N,N,17,4.8,20442,4172,0,0.5,-,**,8.4,8.3,14695,5061,3.3,2.7,26697,22733,14.1,7.3,20703,8601,65.6,7.5,44997,7544,40.8,(X),(X),(X),39,(X),(X),(X),32.2,(X),(X),(X)
1400000US17031805001,"Census Tract 8050.01, Cook County, Illinois",1815,101,114358,11289,75.6,4.8,116086,13364,44.8,5.5,29689,16397,32,3.9,21146,2100,1.5,1.4,13826,13263,1,1.1,2868,1588,16.3,4.3,28799,8240,1323,120,137488,15206,19,6.7,N,N,22.7,6.1,N,N,36.2,6.8,N,N,6,4,N,N,14.2,4.2,N,N,1.9,2.4,N,N,4769,306,44239,4256,93.3,4.1,45814,4346,1.8,2.1,27232,20315,0,0.6,-,**,3.4,2.9,28557,29713,0,0.6,-,**,0,0.6,-,**,1.5,1,N,N,3.6,2.1,25498,16917,89.7,4.4,46631,4586,22.7,(X),(X),(X),26.6,(X),(X),(X),17.6,(X),(X),(X)
1400000US17031805002,"Census Tract 8050.02, Cook County, Illinois",2722,179,68907,6722,82.8,3.9,74684,8006,23.3,5.7,7252,3518,19.4,4.8,16189,2399,5.1,3.1,6118,2115,2.9,2.4,5771,2603,6,2.5,20085,9868,1630,166,81701,11127,9.1,4.1,46480,17490,31.7,8.2,52752,9365,36.7,8.1,97964,17393,10,5.7,63033,14966,10.2,5,169675,71675,2.3,2,48173,4149,6926,492,27758,2551,66.5,5.9,30894,4047,5.1,2.5,19273,6011,0.2,0.3,N,N,16.6,3.7,24449,7235,0,0.4,-,**,9.9,5.2,18472,6543,1.7,2,13122,4294,11.5,5.4,17943,5624,65.3,6,31274,4070,31.7,(X),(X),(X),28.4,(X),(X),(X),20.8,(X),(X),(X)
1400000US17031805105,"Census Tract 8051.05, Cook County, Illinois",2677,237,56384,5309,83.7,5,58866,5897,14.1,5.5,4733,2940,17.7,5.1,15991,1634,2.8,2.5,8668,791,1.1,1.3,1624,1092,7.5,2.8,26670,17389,1693,135,61458,7867,7.2,5.1,N,N,42.7,12.6,N,N,29.5,11.2,N,N,15.2,8.7,N,N,0.2,1.1,N,N,5.2,5.3,N,N,7384,21,21327,2580,49.7,11.4,28313,4459,5,4,18996,8301,0,0.4,-,**,7.8,4.1,27670,8024,0,0.4,-,**,37.3,10.5,11133,3136,0.2,0.4,-,**,45.5,8,12283,3101,41.7,7.7,30283,4403,32.5,(X),(X),(X),40.2,(X),(X),(X),27.5,(X),(X),(X)
1400000US17031805106,"Census Tract 8051.06, Cook County, Illinois",1063,92,88561,8707,83.6,5.5,86742,8979,33.1,6.1,16189,5809,26.2,4.8,21837,3240,1,1.6,3855,16,1.7,2,817,565,12.9,5.1,31271,9866,692,84,105718,11642,11.4,5.2,N,N,31.6,8.9,N,N,42.3,10,N,N,7.1,5.5,N,N,6.8,3.5,N,N,0.7,1.1,N,N,2557,241,38132,4110,84.6,6,41556,5064,4,3.5,18452,11267,0,1.2,-,**,7.6,4.9,24402,11974,0,1.2,-,**,0,1.2,-,**,3.8,3.4,10133,6339,2,2.3,N,N,82.6,6,42309,5129,26.9,(X),(X),(X),22,(X),(X),(X),21.4,(X),(X),(X)
1400000US17031805107,"Census Tract 8051.07, Cook County, Illinois",2753,148,62151,9852,83.7,4.7,64727,11483,10.9,3.8,7539,3742,14.6,4.3,16075,2529,2,1.6,10270,4726,2.5,2.3,7616,5721,6.4,2.5,28191,11324,1582,175,62959,8198,11.8,5.6,35850,20003,39.6,10.1,50230,11412,21.1,8.1,79693,15395,12.6,6,60942,16763,4.5,3.9,70130,14822,10.4,6.4,107296,25380,6796,612,27413,5648,54.6,7.2,32551,9607,3.1,2.7,19752,16976,2.7,3.3,17185,5553,18.8,5.3,26472,8161,0,0.4,-,**,15.3,5.7,19093,5904,5.5,4.8,11942,4540,29.6,5.8,27949,17386,44.3,5.7,29743,3328,33.1,(X),(X),(X),33.6,(X),(X),(X),25.6,(X),(X),(X)
1400000US17031805108,"Census Tract 8051.08, Cook County, Illinois",2484,142,75313,16699,91.9,3.7,72904,15692,14.9,4.6,14247,17926,17.4,3.8,15911,2994,0.1,0.4,-,**,1,1.5,868,373,9.8,4.1,25570,9348,1722,180,86424,23329,7,5.4,37521,14519,33,8.9,88821,67355,37.6,11.2,83938,15819,6.6,5,67686,31487,9.5,5.7,120643,41968,6.3,4.7,110881,23635,7373,758,26101,5880,43.8,9.2,28312,3857,4.4,2.7,21136,6383,0,0.4,-,**,15,4.8,35885,8328,0,0.4,-,**,35.2,10.2,19636,15249,1.7,1,29499,14496,43.7,7.6,19387,12347,35.4,6.3,30448,4028,29.3,(X),(X),(X),29.6,(X),(X),(X),28.8,(X),(X),(X)
1400000US17031805109,"Census Tract 8051.09, Cook County, Illinois",1561,69,93105,10076,70.3,4.5,97589,12601,38.6,6,13817,7281,42.3,4.7,21628,3467,5.2,2.5,11043,3416,2.4,1.7,600,142,23.3,4.4,37442,15029,1189,87,108412,13802,17.8,4.7,51757,11322,29.9,7.3,87596,26594,30.7,6.4,139011,22405,7.1,3.7,103720,25184,11.3,4.5,174740,52610,3.2,3.4,102063,64367,4230,272,35011,4280,89.8,2.7,35515,4218,0.9,1.5,N,N,0,0.7,-,**,9.2,2.2,30950,19472,0,0.7,-,**,0,0.7,-,**,0,0.7,-,**,1.8,1.7,25239,12939,88,3.4,35728,4266,34.8,(X),(X),(X),37.1,(X),(X),(X),29.1,(X),(X),(X)
1400000US17031805110,"Census Tract 8051.10, Cook County, Illinois",1886,137,82538,9213,61.8,5,96987,11042,37.9,5.7,16204,7201,43.7,5.2,20888,2352,3.3,2.1,15157,4457,0.9,1,4424,1624,18.7,3.6,33474,10674,1063,116,103757,12192,23.3,7.3,N,N,19.8,7.2,N,N,39.3,7.5,N,N,8.2,5.1,N,N,8.7,3.6,N,N,0.6,1,N,N,4149,287,38937,3683,87.1,6.6,38402,3984,1.7,1.1,50600,68889,0,0.7,-,**,8.9,6.2,44993,7629,0,0.7,-,**,2,2.6,29407,5857,0.3,0.5,N,N,4.8,3.7,38958,13344,84.1,6.5,38136,4060,26.6,(X),(X),(X),23.8,(X),(X),(X),23.3,(X),(X),(X)
1400000US17031805111,"Census Tract 8051.11, Cook County, Illinois",2665,172,62965,6444,87,3.8,64813,6785,11,4.1,12064,10815,17.4,4,19512,2668,1.2,1,10152,1875,3.4,2.6,4224,4469,7.1,3.3,13153,5544,1680,172,67440,7713,9,4.5,38341,28289,33.3,8.9,42691,8416,29.7,9.3,78467,10832,12.3,8.2,93976,15430,6.8,4,127554,44776,8.9,6.8,70156,14097,7036,497,24836,3148,51.8,6.8,29247,4869,2.7,1.6,27885,14228,0,0.4,-,**,21,7.5,22334,5169,0.2,0.3,N,N,23.8,5.4,17080,5825,0.5,1,N,N,28.3,5.8,17428,4868,46.7,5.8,30463,5392,39.4,(X),(X),(X),50.7,(X),(X),(X),28.6,(X),(X),(X)
1400000US17031805112,"Census Tract 8051.12, Cook County, Illinois",1276,121,65584,7128,65.9,7.1,77797,10210,20.2,6.1,7976,3949,41.9,7.8,18608,2110,2.1,1.8,7759,2782,1.3,1.4,1531,1476,19,6.4,17507,4232,817,88,82119,9780,14.3,6,N,N,21.3,8.1,N,N,35.4,7.3,N,N,10.4,6.2,N,N,17.7,7.4,N,N,0.9,1.3,N,N,3153,275,27199,2217,68.1,6.4,29033,3000,0,0.9,-,**,0,0.9,-,**,25.6,6.2,25461,4640,0,0.9,-,**,3,3.5,24724,1160,3.3,3,5113,5047,8.1,3.3,26759,6620,63.2,6.3,29009,3163,32.9,(X),(X),(X),27.9,(X),(X),(X),22.5,(X),(X),(X)
1400000US17031805201,"Census Tract 8052.01, Cook County, Illinois",1140,71,90926,11162,79.5,4.7,86799,10966,31.2,7.5,22800,21028,41.6,7.2,19087,2238,3.3,2.5,11776,4449,0.9,1.1,23650,20761,14.9,5.2,30369,14609,833,76,102058,14721,15.4,4.9,55182,22313,28.3,8,94703,38114,28,8.6,120670,19937,8.8,5.1,138864,75257,9.4,4.5,115192,22160,10.2,6.7,98386,19498,3250,234,34001,3686,76.1,3.8,33654,3852,2,1.8,16609,4851,0,0.9,-,**,20.7,3.5,38795,14212,0,0.9,-,**,0.2,0.4,N,N,1.1,1,N,N,6.1,5.7,31714,3157,70.2,5.6,33774,4083,27,(X),(X),(X),29.2,(X),(X),(X),21.2,(X),(X),(X)
1400000US17031805202,"Census Tract 8052.02, Cook County, Illinois",1487,108,94763,8344,81.7,4.7,94317,8735,32.3,5.7,21758,10844,27,4,20497,2012,0,2,-,**,0,2,-,**,15.3,4.2,27947,9468,1014,106,111209,10754,11.3,4,55008,16164,31.3,9.5,103438,21940,33,9.4,130359,16294,7.8,3.5,47715,12861,12.9,5.4,156099,29158,3.6,2.9,155711,115211,3996,311,36467,3181,69.7,4.7,41376,3708,2.9,1.7,39588,14904,0,0.7,-,**,23.2,4.2,25523,6713,0,0.7,-,**,3.2,2.6,10482,5738,1,1.2,N,N,8.1,4.7,21655,7546,65.8,6.6,42010,3766,17.4,(X),(X),(X),16.5,(X),(X),(X),13.4,(X),(X),(X)
1400000US17031805301,"Census Tract 8053.01, Cook County, Illinois",1188,67,77710,10338,71,7,75382,11048,31,6.7,24629,19291,48.4,7.2,20851,2753,2.6,2.7,6781,2596,1.9,2.1,3450,4366,21,4.9,24607,8763,920,78,83431,10568,19.2,7.1,48980,18931,27.1,7.9,66026,20787,28.8,9.8,105678,26097,9.7,5.8,94421,21857,8,4.8,105222,23253,7.2,4.1,112912,29617,3358,254,28698,4171,65.7,5.8,28989,5598,0,0.9,-,**,0,0.9,-,**,27.2,5.4,32452,8402,0,0.9,-,**,5.6,5.6,12894,2113,1.5,1.3,7182,7200,8.8,6.2,17472,6311,62.4,6.2,29177,5890,29.6,(X),(X),(X),27.8,(X),(X),(X),22.8,(X),(X),(X)
